label
Q100103
Q101352
Q101730
Q101751
Q102068294
Q102172
Q10260332
Q1028
Q102911
Q102920
Q1029706
Q1029982
Q1032105
Q1043
Q1043527
Q104418635
Q1045198
Q104848749
Q1050224
Q10514809
Q1056152
Q105618502
Q1056864
Q105718943
Q1057274
Q1058494
Q1061257
Q106212803
Q1065
Q10650929
Q1067308
Q1071027
Q1071706
Q10720421
Q1072120
Q107365
Q107540719
Q1075528
Q1076509
Q10780973
Q1079257
Q10815309
Q108283930
Q1088
Q1093
Q1095
Q10981246
Q1101
Q11038204
Q110551885
Q111134726
Q11135672
Q1114
Q1116
Q1117150
Q1118
Q1122
Q1123613
Q1129
Q1130548
Q1130550
Q1130582
Q1130611
Q1130616
Q1130639
Q1130653
Q1130710
Q1130818
Q1131732
Q114353657
Q114358150
Q114358158
Q11508068
Q1153087
Q1156970
Q11571
Q11576
Q11607290
Q116763437
Q11681748
Q116977381
Q117246391
Q117321337
Q1174782
Q1180205
Q118138015
Q11852748
Q11853289
Q119
Q11938
Q1194951
Q1201458
Q121878577
Q122
Q12252328
Q12308941
Q123591599
Q123694075
Q1239812
Q124022875
Q124086
Q124499111
Q124542004
Q1246
Q124691465
Q1247
Q1250464
Q125761
Q12737077
Q127429
Q127688635
Q1288568
Q129027
Q129700
Q1301834
Q1305037
Q131105
Q13116
Q131239
Q1314553
Q131587983
Q131591
Q131613891
Q131713
Q131760466
Q131760471
Q131760480
Q131760489
Q131785
Q131878
Q13217428
Q132529
Q132551
Q132672407
Q132674557
Q133259189
Q133259369
Q133729053
Q133765
Q133903
Q134006053
Q13405386
Q13416183
Q13424497
Q1343986
Q134479
Q13473765
Q134916
Q134925
Q13534332
Q135408445
Q13563520
Q1362211
Q1362236
Q1371388
Q1374339
Q1374804
Q1377612
Q1378312
Q1381731
Q13859872
Q1386924
Q1411881
Q14132
Q141720
Q142
Q14336650
Q144848
Q145
Q1455739
Q145599
Q14565199
Q146078
Q146905
Q1471756
Q147276
Q14752149
Q1477177
Q1477841
Q148
Q1480793
Q15028
Q1503050
Q150928
Q150933
Q150961
Q151374
Q1516105
Q151893
Q151938
Q151991
Q15229207
Q152299
Q152349
Q1524606
Q152599
Q152633
Q15267652
Q15304003
Q153050
Q153627
Q154298
Q154305
Q154952
Q154954
Q155
Q155174
Q157273
Q15789
Q1579424
Q15807
Q15864
Q159
Q15926885
Q15944511
Q15978631
Q15991290
Q15991303
Q16
Q16011788
Q160826
Q161549
Q1627507
Q16334295
Q163521
Q163534
Q163547
Q1635643
Q164027
Q164089
Q164134
Q164509
Q1648203
Q165141
Q16534667
Q166121
Q166196
Q166776
Q16686448
Q167541
Q167605
Q16839196
Q16839200
Q16839204
Q168397
Q16840708
Q1684567
Q1693
Q17
Q170327
Q170403
Q170416
Q170424
Q170566
Q17061287
Q170645
Q171318
Q171458
Q17172428
Q172014
Q172020
Q172025
Q172221
